,NINO_CESM2_4
608,27.5031
609,27.4884
610,27.4763
611,27.4575
612,27.4381
613,27.4401
614,27.4591
615,27.4729
616,27.4702
617,27.4689
618,27.4811
619,27.4985
620,27.5039
621,27.5104
622,27.5128
623,27.5368
624,27.5682
625,27.5876
626,27.605
627,27.6187
628,27.6384
629,27.6423
630,27.6414
631,27.641
632,27.643
633,27.635
634,27.6268
635,27.6241
636,27.6077
637,27.591
638,27.571
639,27.5619
640,27.5617
641,27.548
642,27.5611
643,27.5933
644,27.6168
645,27.6161
646,27.6046
647,27.6191
648,27.6722
649,27.695
650,27.6856
651,27.6575
652,27.658
653,27.6712
654,27.6896
655,27.7288
656,27.7711
657,27.8139
658,27.8527
659,27.8931
660,27.9357
661,27.9802
662,28.0268
663,28.0692
664,28.1273
665,28.156
666,28.1662
667,28.1562
668,28.1475
669,28.1422
670,28.1566
671,28.1697
672,28.1739
673,28.2011
674,28.2168
675,28.2456
676,28.2483
677,28.2552
678,28.2784
679,28.2728
680,28.2718
681,28.2928
682,28.305
683,28.2963
684,28.264
685,28.2558
686,28.2632
687,28.2633
688,28.2553
689,28.2482
690,28.2565
691,28.2617
692,28.2602
693,28.2744
694,28.2654
695,28.2728
696,28.2638
697,28.237
698,28.2158
699,28.2057
700,28.2051
701,28.2117
702,28.2241
703,28.2333
704,28.2619
705,28.2896
706,28.3186
707,28.3033
708,28.2768
709,28.2601
710,28.2413
711,28.1939
712,28.1487
713,28.1344
714,28.1153
715,28.122
716,28.1143
717,28.0956
718,28.0755
719,28.0679
720,28.0711
721,28.0727
722,28.0709
723,28.0776
724,28.0951
725,28.1373
726,28.1821
727,28.1922
728,28.2106
729,28.2498
730,28.2547
731,28.2222
732,28.1974
733,28.1981
734,28.1906
735,28.1921
736,28.1888
737,28.1768
738,28.1838
739,28.1822
740,28.1663
741,28.1342
742,28.123
743,28.111
744,28.1127
745,28.0996
746,28.1108
747,28.136
748,28.174
749,28.1923
750,28.2198
751,28.2484
752,28.2597
753,28.2648
754,28.2528
755,28.2232
756,28.1903
757,28.1564
758,28.1523
759,28.1435
760,28.1389
761,28.1404
762,28.1643
763,28.1936
764,28.233
765,28.2556
766,28.2483
767,28.2093
768,28.2107
769,28.2156
770,28.2104
771,28.1851
772,28.1646
773,28.1598
774,28.1692
775,28.1624
776,28.1521
777,28.1525
778,28.1464
779,28.1473
780,28.1482
781,28.1653
782,28.1796
783,28.2069
784,28.2232
785,28.2187
786,28.1945
787,28.167
788,28.1454
789,28.1275
790,28.1078
791,28.0756
792,28.0634
793,28.0538
794,28.0445
795,28.0619
796,28.1168
797,28.1828
798,28.2482
799,28.3014
800,28.3397
801,28.3398
802,28.3665
803,28.3712
804,28.3502
805,28.335
806,28.2939
807,28.2623
808,28.2296
809,28.2042
810,28.2097
811,28.252
812,28.3183
813,28.3855
814,28.4374
815,28.4288
816,28.3916
817,28.361
818,28.3514
819,28.3435
820,28.3275
821,28.3249
822,28.3506
823,28.3474
824,28.3282
825,28.3115
826,28.3186
827,28.3362
828,28.3636
829,28.382
830,28.4222
831,28.4749
832,28.5155
833,28.5415
834,28.5746
835,28.5865
836,28.5946
837,28.6087
838,28.6179
839,28.6352
840,28.6462
841,28.6629
842,28.6723
843,28.6846
844,28.6722
845,28.6375
846,28.6233
847,28.6002
848,28.5586
849,28.5001
850,28.45
851,28.4201
852,28.4038
853,28.4193
854,28.4438
855,28.4527
856,28.4497
857,28.4791
858,28.5082
859,28.5294
860,28.5457
861,28.563
862,28.5763
863,28.5739
864,28.5563
865,28.5074
866,28.4422
867,28.3904
868,28.3417
869,28.312
870,28.2874
871,28.2668
872,28.2504
873,28.2513
874,28.2464
875,28.2275
876,28.1741
877,28.114
878,28.04
879,27.968
880,27.8893
881,27.8398
882,27.8252
883,27.856
884,27.9008
885,27.9302
886,27.921
887,27.8955
888,27.8802
889,27.8512
890,27.8221
891,27.8223
892,27.8257
893,27.8406
894,27.8384
895,27.8247
896,27.7962
897,27.7682
898,27.7546
899,27.7602
900,27.7761
901,27.7799
902,27.7801
903,27.7846
904,27.807
905,27.8289
906,27.8432
907,27.85
908,27.8229
909,27.7742
910,27.7326
911,27.6919
912,27.6514
913,27.6041
914,27.5657
915,27.5402
916,27.5059
917,27.4377
918,27.3638
919,27.296
920,27.2206
921,27.1277
922,27.0416
923,26.9718
924,26.9016
925,26.8484
926,26.8074
927,26.767
928,26.72
929,26.6815
930,26.6512
931,26.6324
932,26.6167
933,26.584
934,26.5541
935,26.5008
936,26.4391
937,26.3754
938,26.3097
939,26.2498
940,26.199
941,26.1689
942,26.1576
943,26.1556
944,26.1579
945,26.166
946,26.1506
947,26.1302
948,26.0934
949,26.0542
950,26.0201
951,25.9882
952,25.9546
953,25.8906
954,25.8136
955,25.7399
956,25.6755
957,25.6158
958,25.5498
959,25.4999
960,25.4537
961,25.4254
962,25.4035
963,25.3825
964,25.3736
965,25.3606
966,25.3308
967,25.3084
968,25.2665
969,25.2265
970,25.182
971,25.188
972,25.1915
973,25.179
974,25.151
975,25.1165
976,25.0896
977,25.0675
978,25.0623
979,25.0481
980,25.0437
981,25.031
982,25.0075
983,24.9633
984,24.9129
985,24.8603
986,24.8201
987,24.8042
988,24.7986
989,24.7877
990,24.7968
991,24.7817
992,24.7578
993,24.7324
994,24.7139
995,24.705
996,24.673
997,24.6298
998,24.5591
999,24.5008
1000,24.4549
1001,24.4251
1002,24.4213
1003,24.4468
1004,24.4713
1005,24.4826
1006,24.4865
1007,24.49
1008,24.5069
1009,24.5462
1010,24.5916
1011,24.6162
1012,24.5916
1013,24.5754
1014,24.5713
1015,24.5627
1016,24.5476
1017,24.5521
1018,24.5706
1019,24.5964
1020,24.6323
1021,24.6636
1022,24.6886
1023,24.6994
1024,24.6898
1025,24.6873
1026,24.7042
1027,24.7141
1028,24.7252
1029,24.7312
1030,24.7369
1031,24.7228
1032,24.6989
1033,24.6722
1034,24.6624
1035,24.6716
1036,24.6603
1037,24.6617
1038,24.6614
1039,24.6661
1040,24.6584
1041,24.643
1042,24.6453
1043,24.6575
1044,24.6635
1045,24.6537
1046,24.6509
1047,24.6509
1048,24.6689
1049,24.705
1050,24.7375
1051,24.7312
1052,24.7128
1053,24.7143
1054,24.7457
1055,24.7978
1056,24.8353
1057,24.8396
1058,24.8248
1059,24.8076
1060,24.7881
1061,24.7756
1062,24.757
1063,24.7323
1064,24.721
1065,24.7327
1066,24.7456
1067,24.7298
1068,24.7332
1069,24.7329
1070,24.7191
1071,24.6663
1072,24.6286
1073,24.6058
1074,24.5865
1075,24.5948
1076,24.5847
1077,24.577
1078,24.5734
1079,24.5707
1080,24.5803
1081,24.5958
1082,24.5849
1083,24.5875
1084,24.5868
1085,24.5701
1086,24.5595
1087,24.5446
1088,24.5172
1089,24.5041
1090,24.4935
1091,24.4821
1092,24.4502
1093,24.4351
1094,24.4147
1095,24.4119
1096,24.4199
1097,24.4295
1098,24.417
1099,24.4083
1100,24.4208
1101,24.475
1102,24.5261
1103,24.5717
1104,24.6302
1105,24.697
1106,24.736
1107,24.735
1108,24.705
1109,24.6855
1110,24.6788
1111,24.6677
1112,24.6439
1113,24.62
1114,24.619
1115,24.6237
1116,24.6091
1117,24.6028
1118,24.6181
1119,24.651
1120,24.6689
1121,24.6795
1122,24.6973
1123,24.7341
1124,24.762
1125,24.818
1126,24.8594
1127,24.9022
1128,24.9442
1129,24.9719
1130,25.0052
1131,25.0355
1132,25.1018
1133,25.1591
1134,25.1831
1135,25.1811
1136,25.1736
1137,25.1408
1138,25.1264
1139,25.1575
1140,25.1962
1141,25.2623
1142,25.3244
1143,25.3363
1144,25.3547
1145,25.3569
1146,25.3601
1147,25.3816
1148,25.4272
1149,25.475
1150,25.5082
1151,25.5219
1152,25.5435
1153,25.5629
1154,25.5731
1155,25.5829
1156,25.5879
1157,25.593
1158,25.5879
1159,25.5969
1160,25.6466
1161,25.6933
1162,25.7385
1163,25.7672
1164,25.8077
1165,25.8847
1166,25.9715
1167,26.0273
1168,26.0643
1169,26.0805
1170,26.0935
1171,26.1264
1172,26.1858
1173,26.2179
1174,26.2664
1175,26.3243
1176,26.3304
1177,26.3274
1178,26.3404
1179,26.355
1180,26.3773
1181,26.4042
1182,26.4222
1183,26.448
1184,26.4453
1185,26.4431
1186,26.4352
1187,26.43
1188,26.4103
1189,26.4017
1190,26.396
1191,26.4018
1192,26.4306
1193,26.4631
1194,26.4979
1195,26.526
1196,26.5454
1197,26.5686
1198,26.5775
1199,26.6196
1200,26.6628
1201,26.6863
1202,26.7103
1203,26.7365
1204,26.7624
1205,26.794
1206,26.8461
1207,26.8909
1208,26.8966
1209,26.8693
1210,26.8396
1211,26.8119
1212,26.7608
1213,26.7317
1214,26.7215
1215,26.7296
1216,26.729
1217,26.743
1218,26.7939
1219,26.8476
1220,26.9056
1221,26.9781
1222,27.0637
1223,27.1457
1224,27.1531
1225,27.1521
1226,27.1722
1227,27.1882
1228,27.1834
1229,27.1671
1230,27.1356
1231,27.1078
1232,27.1223
1233,27.1331
1234,27.1305
1235,27.1282
1236,27.1335
1237,27.1174
1238,27.1141
1239,27.1321
1240,27.1485
1241,27.1527
1242,27.1308
1243,27.1254
1244,27.1489
1245,27.1812
1246,27.2181
1247,27.2502
1248,27.2821
1249,27.2954
1250,27.3111
1251,27.3382
1252,27.3513
1253,27.3522
1254,27.3462
1255,27.3169
1256,27.2771
1257,27.2371
1258,27.2049
1259,27.202
1260,27.2052
1261,27.1965
1262,27.2284
1263,27.2538
1264,27.2773
1265,27.3033
1266,27.3328
1267,27.3274
1268,27.3483
1269,27.346
1270,27.3383
1271,27.3438
1272,27.3516
1273,27.3411
1274,27.3125
1275,27.2981
1276,27.2997
1277,27.3194
1278,27.3349
1279,27.3359
1280,27.3241
1281,27.3133
1282,27.2916
1283,27.2762
1284,27.2448
1285,27.2112
1286,27.186
1287,27.1427
1288,27.1056
1289,27.0962
1290,27.1061
1291,27.1163
1292,27.111
1293,27.0986
1294,27.0891
1295,27.074
1296,27.0692
1297,27.0466
1298,27.0246
1299,27.0027
1300,26.9927
1301,26.9643
1302,26.951
1303,26.9426
1304,26.9283
1305,26.922
1306,26.9167
1307,26.9088
1308,26.9343
1309,26.9544
1310,26.9543
1311,26.9511
1312,26.9487
1313,26.9217
1314,26.8843
1315,26.8518
1316,26.828
1317,26.7964
1318,26.7626
1319,26.7241
1320,26.6933
1321,26.6822
1322,26.6898
1323,26.6911
1324,26.6974
1325,26.7071
1326,26.6971
1327,26.6885
1328,26.6672
1329,26.6474
1330,26.6266
1331,26.6108
1332,26.5945
1333,26.5814
1334,26.5709
1335,26.5656
1336,26.5695
1337,26.5647
1338,26.5522
1339,26.5239
1340,26.4838
1341,26.4722
1342,26.4732
1343,26.4738
1344,26.4671
1345,26.4625
1346,26.4452
1347,26.4201
1348,26.4031
1349,26.3852
1350,26.367
1351,26.362
1352,26.3619
1353,26.3732
1354,26.3588
1355,26.3539
1356,26.3532
1357,26.3747
1358,26.376
1359,26.3445
1360,26.3028
1361,26.2696
1362,26.2322
1363,26.1981
1364,26.1681
1365,26.1296
1366,26.1065
1367,26.1018
1368,26.1358
1369,26.1518
1370,26.1561
1371,26.1615
1372,26.1603
1373,26.1523
1374,26.1702
1375,26.2038
1376,26.2426
1377,26.2663
1378,26.2899
1379,26.2973
1380,26.2851
1381,26.2709
1382,26.2681
1383,26.2792
1384,26.2713
1385,26.2398
1386,26.2212
1387,26.2144
1388,26.2391
1389,26.2592
1390,26.2663
1391,26.2666
1392,26.2908
1393,26.3125
1394,26.3527
1395,26.3832
1396,26.4275
1397,26.4606
1398,26.4893
1399,26.5058
1400,26.5313
1401,26.5419
1402,26.5255
1403,26.505
1404,26.4887
1405,26.4603
1406,26.4223
1407,26.4179
1408,26.4038
1409,26.3868
1410,26.3854
1411,26.3985
1412,26.4085
1413,26.4355
1414,26.4424
1415,26.4455
1416,26.4505
1417,26.437
1418,26.4326
1419,26.4479
1420,26.4733
1421,26.4862
1422,26.4817
1423,26.4857
1424,26.4914
1425,26.4929
1426,26.4902
1427,26.4954
1428,26.5108
1429,26.5073
1430,26.5161
1431,26.5325
1432,26.554
1433,26.5832
1434,26.5925
1435,26.5532
1436,26.516
1437,26.4902
1438,26.4926
1439,26.5239
1440,26.5255
1441,26.5232
1442,26.5543
1443,26.5798
1444,26.6103
1445,26.6395
1446,26.6667
1447,26.701
1448,26.7007
1449,26.6695
1450,26.6309
1451,26.6104
1452,26.595
1453,26.5828
1454,26.5781
1455,26.566
1456,26.5486
1457,26.523
1458,26.5142
1459,26.5378
1460,26.5748
1461,26.6155
1462,26.6493
1463,26.6644
1464,26.6518
1465,26.6309
1466,26.6204
1467,26.5923
1468,26.5755
1469,26.5625
1470,26.5618
1471,26.5639
1472,26.5467
1473,26.5563
1474,26.5926
1475,26.6125
1476,26.6317
1477,26.6385
1478,26.6486
1479,26.6555
1480,26.6662
1481,26.664
1482,26.6589
1483,26.6608
1484,26.6581
1485,26.669
1486,26.6819
1487,26.6707
1488,26.6686
1489,26.657
1490,26.6509
1491,26.6594
1492,26.668
1493,26.6861
1494,26.718
1495,26.7371
1496,26.7504
1497,26.7706
1498,26.8158
1499,26.87
1500,26.87
1501,26.8522
1502,26.8388
1503,26.8335
1504,26.8425
1505,26.8562
1506,26.8505
1507,26.8493
1508,26.8783
1509,26.9204
1510,26.9568
1511,26.9897
1512,27.0077
1513,27.0183
1514,27.019
1515,27.0133
1516,26.9744
1517,26.9428
1518,26.9162
1519,26.9012
1520,26.9011
1521,26.9086
1522,26.918
1523,26.9432
1524,26.9701
1525,26.9636
1526,26.9706
1527,26.9837
1528,26.9773
1529,27.0004
1530,27.0297
1531,27.0206
1532,27.0148
1533,27.0298
1534,27.0558
1535,27.0479
1536,27.0521
1537,27.0654
1538,27.0823
1539,27.1046
1540,27.1327
1541,27.1618
1542,27.1748
1543,27.179
1544,27.2139
1545,27.2561
1546,27.3004
1547,27.3283
1548,27.3649
1549,27.4056
1550,27.4265
1551,27.4445
1552,27.4912
1553,27.5418
1554,27.558
1555,27.5859
1556,27.6218
1557,27.6552
1558,27.6586
1559,27.6482
1560,27.6571
1561,27.6875
1562,27.6895
1563,27.6928
1564,27.709
1565,27.7393
1566,27.7638
1567,27.801
1568,27.844
1569,27.8913
1570,27.964
1571,27.9998
1572,28.0227
1573,27.9965
1574,27.9568
1575,27.9365
1576,27.9295
1577,27.9676
1578,28.0073
1579,28.0237
1580,28.046
1581,28.0583
1582,28.0693
1583,28.0862
1584,28.0892
1585,28.0946
1586,28.0982
1587,28.1233
1588,28.1514
1589,28.1806
1590,28.187
1591,28.1647
1592,28.1463
1593,28.1352
1594,28.1128
1595,28.1038
1596,28.0925
1597,28.0794
1598,28.0609
1599,28.054
1600,28.0316
1601,28.0166
1602,28.0071
1603,27.9928
1604,27.9893
1605,27.9886
1606,27.9877
1607,27.9766
1608,27.9588
1609,27.9692
1610,27.999
1611,28.0281
1612,28.0349
1613,28.0174
1614,28.0178
1615,28.0253
1616,28.0001
1617,27.968
1618,27.9519
1619,27.9351
1620,27.9081
1621,27.8959
1622,27.9053
1623,27.8946
1624,27.8824
1625,27.8773
1626,27.8534
1627,27.814
1628,27.7828
1629,27.7679
1630,27.7671
1631,27.7537
1632,27.7343
1633,27.731
1634,27.7384
1635,27.7401
1636,27.7446
1637,27.757
1638,27.7752
1639,27.7968
1640,27.818
1641,27.8232
1642,27.828
1643,27.8335
1644,27.8374
1645,27.829
1646,27.7873
1647,27.7452
1648,27.7316
1649,27.7323
1650,27.7167
1651,27.6759
1652,27.6393
1653,27.6027
1654,27.5795
1655,27.5626
1656,27.5675
1657,27.5607
1658,27.532
1659,27.5079
1660,27.4669
1661,27.4266
1662,27.3985
1663,27.3784
1664,27.3588
1665,27.3347
1666,27.3067
1667,27.2663
1668,27.2273
1669,27.1937
1670,27.1527
1671,27.107
1672,27.0693
1673,27.0333
1674,27.0024
1675,26.9711
1676,26.9315
1677,26.8751
1678,26.827
1679,26.7769
1680,26.7701
1681,26.7772
1682,26.7809
1683,26.7755
1684,26.781
1685,26.7839
1686,26.7657
1687,26.7495
1688,26.7328
1689,26.6915
1690,26.6443
1691,26.6324
1692,26.6144
1693,26.5838
1694,26.5486
1695,26.5589
1696,26.5666
1697,26.59
1698,26.6084
1699,26.6426
1700,26.6538
1701,26.6606
1702,26.6712
1703,26.6776
1704,26.6868
1705,26.6943
1706,26.676
1707,26.641
1708,26.6004
1709,26.5581
1710,26.52
1711,26.491
1712,26.4598
1713,26.4574
1714,26.464
1715,26.4765
1716,26.4635
1717,26.4457
1718,26.4494
1719,26.4428
1720,26.4358
1721,26.4232
1722,26.4071
1723,26.3698
1724,26.3272
1725,26.2989
1726,26.2961
1727,26.3087
1728,26.3362
1729,26.3589
1730,26.3851
1731,26.4057
1732,26.4087
1733,26.3947
1734,26.3804
1735,26.376
1736,26.3585
1737,26.358
1738,26.3892
1739,26.4155
1740,26.4638
1741,26.4997
1742,26.5232
1743,26.5589
1744,26.5928
1745,26.6346
1746,26.6514
1747,26.6566
1748,26.659
1749,26.6306
1750,26.6129
1751,26.6133
1752,26.619
1753,26.6455
1754,26.649
1755,26.6328
1756,26.6339
1757,26.6554
1758,26.6568
1759,26.6705
1760,26.6813
1761,26.7047
1762,26.7148
1763,26.7186
1764,26.73
1765,26.7483
1766,26.7377
1767,26.712
1768,26.6983
1769,26.6874
1770,26.658
1771,26.623
1772,26.5989
1773,26.6124
1774,26.641
1775,26.6634
1776,26.6744
1777,26.6818
1778,26.6881
1779,26.6848
1780,26.685
1781,26.6877
1782,26.693
1783,26.7267
1784,26.7497
1785,26.7787
1786,26.806
1787,26.8252
1788,26.8441
1789,26.8443
1790,26.8396
1791,26.8293
1792,26.8005
1793,26.796
1794,26.7932
1795,26.7766
1796,26.7531
1797,26.7197
1798,26.701
1799,26.7016
1800,26.7133
1801,26.7293
1802,26.7643
1803,26.7914
1804,26.8127
1805,26.8402
1806,26.8833
1807,26.9245
1808,26.9348
1809,26.9555
1810,26.978
1811,26.9642
1812,26.9402
1813,26.9263
1814,26.9186
1815,26.9089
1816,26.8873
1817,26.8577
1818,26.8318
1819,26.8193
1820,26.8107
1821,26.8099
1822,26.8291
1823,26.8412
1824,26.8516
1825,26.8613
1826,26.8863
1827,26.9098
1828,26.8931
1829,26.8645
1830,26.8466
1831,26.8319
1832,26.8247
1833,26.8442
1834,26.8811
1835,26.9042
1836,26.9003
1837,26.9131
1838,26.9159
1839,26.9217
1840,26.9284
1841,26.9431
1842,26.9334
1843,26.9061
1844,26.8951
1845,26.8946
1846,26.8962
1847,26.907
1848,26.9097
1849,26.8902
1850,26.8726
1851,26.8549
1852,26.8514
1853,26.8622
1854,26.8633
1855,26.8432
1856,26.8191
1857,26.808
1858,26.8185
1859,26.8222
1860,26.8553
1861,26.8853
1862,26.8838
1863,26.8592
1864,26.8267
1865,26.7907
1866,26.7472
1867,26.7161
1868,26.6971
1869,26.6833
1870,26.6685
1871,26.6555
1872,26.6804
1873,26.7145
1874,26.7327
1875,26.7496
1876,26.7552
1877,26.7367
1878,26.7333
1879,26.745
1880,26.7564
1881,26.7769
1882,26.7852
1883,26.8049
1884,26.8291
1885,26.8593
1886,26.8881
1887,26.9126
1888,26.9561
1889,27.0258
1890,27.0783
1891,27.0856
1892,27.0744
1893,27.084
1894,27.1272
1895,27.1407
1896,27.1529
1897,27.1703
