,dim1,dim2,dim3
369,28.582659755585055,28.915534251478213,29.14026701124636
370,28.593532849843836,28.925290783554132,29.144037707689364
371,28.604444255399734,28.93492915029802,29.14754066669839
372,28.615389292902396,28.944444163688097,29.150771710730343
373,28.626363244421327,28.95383064436511,29.153726719321003
374,28.637361354808743,28.96308342325327,29.156401630502646
375,28.648378833077224,28.972197343181953,29.158792442207407
376,28.6594108537919,28.981167260507856,29.16089521365587
377,28.67045255847664,28.98998804673704,29.16270606673049
378,28.681499057033886,28.99865459014639,29.164221187333407
379,28.692545429177702,29.007161797403917,29.16543682672815
380,28.70358672587966,29.01550459518742,29.166349302864703
381,28.71461797082724,29.02367793180106,29.166955001687484
382,28.725634161894238,29.03167677878918,29.167250378425866
383,28.736630272622772,29.03949613254689,29.16723195886681
384,28.747601253716514,29.047131015927086,29.166896340609174
385,28.758542034544632,29.054576479843345,29.1662401942993
386,28.769447524655952,29.061827604868213,29.165260264847397
387,28.78031261530286,29.068879502826377,29.163953372624388
388,28.791132180974422,29.075727318382196,29.162316414638806
389,28.80190108093845,29.082366230621183,29.1603463656934
390,28.812614160792144,29.088791454624918,29.158040279520947
391,28.82326625402071,29.09499824303894,29.15539528989901
392,28.8338521835635,29.100981887632994,29.152408611743088
393,28.844366763387224,29.10673772085319,29.1490775421779
394,28.85480480006571,29.11226111736562,29.14539946158633
395,28.86516109436577,29.11754749559093,29.141371834635716
396,28.87543044283865,29.122592319229316,29.13699221128105
397,28.885607639416655,29.12739109877557,29.132258227744785
398,28.89568747701453,29.13193939302358,29.127167607472916
399,28.905664749135017,29.136232810559985,29.121718162067115
400,28.915534251478213,29.14026701124636,29.11590779219238
401,28.925290783554132,29.144037707689364,29.109734488460003
402,28.93492915029802,29.14754066669839,29.10319633228542
403,28.944444163688097,29.150771710730343,29.096291496720696
404,28.95383064436511,29.153726719321003,29.089018247261354
405,28.96308342325327,29.156401630502646,29.081374942627285
406,28.972197343181953,29.158792442207407,29.07336003551735
407,28.981167260507856,29.16089521365587,29.064972073337458
408,28.98998804673704,29.16270606673049,29.05620969890173
409,28.99865459014639,29.164221187333407,29.047071651106457
410,29.007161797403917,29.16543682672815,29.03755676557662
411,29.01550459518742,29.166349302864703,29.027663975284625
412,29.02367793180106,29.166955001687484,29.017392311141183
413,29.03167677878918,29.167250378425866,29.006740902558047
414,29.03949613254689,29.16723195886681,28.995708977982346
415,29.047131015927086,29.166896340609174,28.98429586540229
416,29.054576479843345,29.1662401942993,28.97250099282399
417,29.061827604868213,29.165260264847397,28.96032388871923
418,29.068879502826377,29.163953372624388,28.947764182443994
419,29.075727318382196,29.162316414638806,28.934821604627498
420,29.082366230621183,29.1603463656934,28.921495987531685
421,29.088791454624918,29.158040279520947,28.907787265380883
422,29.09499824303894,29.15539528989901,28.893695474661424
423,29.100981887632994,29.152408611743088,28.87922075439109
424,29.10673772085319,29.1490775421779,28.864363346358328
425,29.11226111736562,29.14539946158633,28.849123595331037
426,29.11754749559093,29.141371834635716,28.833501949234737
427,29.122592319229316,29.13699221128105,28.81749895930001
428,29.12739109877557,29.132258227744785,28.801115280179125
429,29.13193939302358,29.127167607472916,28.78435167003181
430,29.136232810559985,29.121718162067115,28.767208990580052
431,29.14026701124636,29.11590779219238,28.74968820713194
432,29.144037707689364,29.109734488460003,28.731790388574304
433,29.14754066669839,29.10319633228542,28.71351670733421
434,29.150771710730343,29.096291496720696,28.694868439309314
435,29.153726719321003,29.089018247261354,28.675846963766947
436,29.156401630502646,29.081374942627285,28.6564537632119
437,29.158792442207407,29.07336003551735,28.636690423222838
438,29.16089521365587,29.064972073337458,28.61655863225747
439,29.16270606673049,29.05620969890173,28.59606018142642
440,29.164221187333407,29.047071651106457,28.575196964235793
441,29.16543682672815,29.03755676557662,28.553970976298462
442,29.166349302864703,29.027663975284625,28.532384315014053
443,29.166955001687484,29.017392311141183,28.51043917921769
444,29.167250378425866,29.006740902558047,28.488137868797654
445,29.16723195886681,28.995708977982346,28.465482784281818
446,29.166896340609174,28.98429586540229,28.442476426392968
447,29.1662401942993,28.97250099282399,28.41912139557322
448,29.165260264847397,28.96032388871923,28.395420391477717
449,29.163953372624388,28.947764182443994,28.371376212437653
450,29.162316414638806,28.934821604627498,28.34699175489267
451,29.1603463656934,28.921495987531685,28.32227001279271
452,29.158040279520947,28.907787265380883,28.297214076969517
453,29.15539528989901,28.893695474661424,28.271827134477896
454,29.152408611743088,28.87922075439109,28.2461124679069
455,29.1490775421779,28.864363346358328,28.220073454661165
456,29.14539946158633,28.849123595331037,28.193713566212384
457,29.141371834635716,28.833501949234737,28.16703636732123
458,29.13699221128105,28.81749895930001,28.140045515229815
459,29.132258227744785,28.801115280179125,28.1127447588251
460,29.127167607472916,28.78435167003181,28.085137937773396
461,29.121718162067115,28.767208990580052,28.05722898162614
462,29.11590779219238,28.74968820713194,28.02902190889725
463,29.109734488460003,28.731790388574304,28.00052082611225
464,29.10319633228542,28.71351670733421,27.971729926829425
465,29.096291496720696,28.694868439309314,27.942653490633347
466,29.089018247261354,28.675846963766947,27.91329588210107
467,29.081374942627285,28.6564537632119,27.883661549741138
468,29.07336003551735,28.636690423222838,27.853755024905816
469,29.064972073337458,28.61655863225747,27.823580920676797
470,29.05620969890173,28.59606018142642,27.793143930724607
471,29.047071651106457,28.575196964235793,27.76244882814218
472,29.03755676557662,28.553970976298462,27.73150046425296
473,29.027663975284625,28.532384315014053,27.700303767393837
474,29.017392311141183,28.51043917921769,27.66886374167318
475,29.006740902558047,28.488137868797654,27.637185465704384
476,28.995708977982346,28.465482784281818,27.605274091315348
477,28.98429586540229,28.442476426392968,27.573134842234225
478,28.97250099282399,28.41912139557322,27.540773012751803
479,28.96032388871923,28.395420391477717,27.50819396636107
480,28.947764182443994,28.371376212437653,27.475403134374243
481,28.934821604627498,28.34699175489267,27.442406014517687
482,28.921495987531685,28.32227001279271,27.409208169505142
483,28.907787265380883,28.297214076969517,27.375815225589687
484,28.893695474661424,28.271827134477896,27.342232871094865
485,28.87922075439109,28.2461124679069,27.308466854925406
486,28.864363346358328,28.220073454661165,27.274522985058024
487,28.849123595331037,28.193713566212384,27.240407127012862
488,28.833501949234737,28.16703636732123,27.206125202305934
489,28.81749895930001,28.140045515229815,27.171683186883
490,28.801115280179125,28.1127447588251,27.137087109535493
491,28.78435167003181,28.085137937773396,27.102343050298867
492,28.767208990580052,28.05722898162614,27.06745713883406
493,28.74968820713194,28.02902190889725,27.032435552792375
494,28.731790388574304,28.00052082611225,26.997284516164317
495,28.71351670733421,27.971729926829425,26.962010297612817
496,28.694868439309314,27.942653490633347,26.926619208791482
497,28.675846963766947,27.91329588210107,26.891117602648446
498,28.6564537632119,27.883661549741138,26.85551187171632
499,28.636690423222838,27.853755024905816,26.819808446388816
500,28.61655863225747,27.823580920676797,26.784013793184574
501,28.59606018142642,27.793143930724607,26.74813441299875
502,28.575196964235793,27.76244882814218,26.71217683934282
503,28.553970976298462,27.73150046425296,26.676147636573244
504,28.532384315014053,27.700303767393837,26.64005339810955
505,28.51043917921769,27.66886374167318,26.603900744642573
506,28.488137868797654,27.637185465704384,26.567696322333212
507,28.465482784281818,27.605274091315348,26.53144680100242
508,28.442476426392968,27.573134842234225,26.49515887231294
509,28.41912139557322,27.540773012751803,26.458839247943338
510,28.395420391477717,27.50819396636107,26.422494657754996
511,28.371376212437653,27.475403134374243,26.386131847952605
512,28.34699175489267,27.442406014517687,26.3497575792388
513,28.32227001279271,27.409208169505142,26.31337862496345
514,28.297214076969517,27.375815225589687,26.27700176926819
515,28.271827134477896,27.342232871094865,26.240633805226853
516,28.2461124679069,27.308466854925406,26.20428153298239
517,28.220073454661165,27.274522985058024,26.16795175788095
518,28.193713566212384,27.240407127012862,26.13165128860368
519,28.16703636732123,27.206125202305934,26.09538693529687
520,28.140045515229815,27.171683186883,26.05916550770103
521,28.1127447588251,27.137087109535493,26.022993813279488
522,28.085137937773396,27.102343050298867,25.98687865534711
523,28.05722898162614,27.06745713883406,25.95082683119987
524,28.02902190889725,27.032435552792375,25.914845130245727
525,28.00052082611225,26.997284516164317,25.878940332137518
526,27.971729926829425,26.962010297612817,25.84311920490847
527,27.942653490633347,26.926619208791482,25.807388503110847
528,27.91329588210107,26.891117602648446,25.771754965958408
529,27.883661549741138,26.85551187171632,25.73622531547323
530,27.853755024905816,26.819808446388816,25.700806254637545
531,27.823580920676797,26.784013793184574,25.66550446555111
532,27.793143930724607,26.74813441299875,25.630326607594764
533,27.76244882814218,26.71217683934282,25.59527931560077
534,27.73150046425296,26.676147636573244,25.56036919803046
535,27.700303767393837,26.64005339810955,25.525602835159827
